,year,category,date_awarded,prize_amount,prize_amount_adjusted,top_motivation,laureate_id,motivation,portion
833,2006,Economic Sciences,2006-10-09,10000000,14608749,,807,for his analysis of intertemporal tradeoffs in macroeconomic policy,1
834,2006,Literature,2006-10-12,10000000,14608749,,808,who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures,1
835,2006,Peace,2006-10-13,10000000,14608749,,809,for their efforts to create economic and social development from below,1/2
836,2006,Peace,2006-10-13,10000000,14608749,,810,for their efforts to create economic and social development from below,1/2
837,2006,Physics,2006-10-03,10000000,14608749,,804,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,1/2
838,2006,Physics,2006-10-03,10000000,14608749,,805,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,1/2
839,2006,Physiology or Medicine,2006-10-02,10000000,14608749,,802,for their discovery of RNA interference - gene silencing by double-stranded RNA,1/2
840,2006,Physiology or Medicine,2006-10-02,10000000,14608749,,803,for their discovery of RNA interference - gene silencing by double-stranded RNA,1/2
841,2007,Chemistry,2007-10-10,10000000,14291742,,816,for his studies of chemical processes on solid surfaces,1
842,2007,Economic Sciences,2007-10-15,10000000,14291742,,820,for having laid the foundations of mechanism design theory,1/3
843,2007,Economic Sciences,2007-10-15,10000000,14291742,,821,for having laid the foundations of mechanism design theory,1/3
844,2007,Economic Sciences,2007-10-15,10000000,14291742,,822,for having laid the foundations of mechanism design theory,1/3
845,2007,Literature,2007-10-11,10000000,14291742,,817,"that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny",1
846,2007,Peace,2007-10-12,10000000,14291742,,818,"for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change",1/2
847,2007,Peace,2007-10-12,10000000,14291742,,819,"for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change",1/2
848,2007,Physics,2007-10-09,10000000,14291742,,814,for the discovery of Giant Magnetoresistance,1/2
849,2007,Physics,2007-10-09,10000000,14291742,,815,for the discovery of Giant Magnetoresistance,1/2
850,2007,Physiology or Medicine,2007-10-08,10000000,14291742,,811,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,1/3
851,2007,Physiology or Medicine,2007-10-08,10000000,14291742,,812,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,1/3
852,2007,Physiology or Medicine,2007-10-08,10000000,14291742,,813,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,1/3
853,2008,Chemistry,2008-10-08,10000000,13817016,,829,"for the discovery and development of the green fluorescent protein, GFP",1/3
854,2008,Chemistry,2008-10-08,10000000,13817016,,830,"for the discovery and development of the green fluorescent protein, GFP",1/3
855,2008,Chemistry,2008-10-08,10000000,13817016,,831,"for the discovery and development of the green fluorescent protein, GFP",1/3
856,2008,Economic Sciences,2008-10-13,10000000,13817016,,834,for his analysis of trade patterns and location of economic activity,1
857,2008,Literature,2008-10-09,10000000,13817016,,832,"author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization",1
858,2008,Peace,2008-10-10,10000000,13817016,,833,"for his important efforts, on several continents and over more than three decades, to resolve international conflicts",1
859,2008,Physics,2008-10-07,10000000,13817016,,826,for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics,1/2
860,2008,Physics,2008-10-07,10000000,13817016,,827,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,1/4
861,2008,Physics,2008-10-07,10000000,13817016,,828,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,1/4
862,2008,Physiology or Medicine,2008-10-06,10000000,13817016,,823,for his discovery of human papilloma viruses causing cervical cancer,1/2
863,2008,Physiology or Medicine,2008-10-06,10000000,13817016,,824,for their discovery of human immunodeficiency virus,1/4
864,2008,Physiology or Medicine,2008-10-06,10000000,13817016,,825,for their discovery of human immunodeficiency virus,1/4
865,2009,Chemistry,2009-10-07,10000000,13857393,,841,for studies of the structure and function of the ribosome,1/3
866,2009,Chemistry,2009-10-07,10000000,13857393,,842,for studies of the structure and function of the ribosome,1/3
867,2009,Chemistry,2009-10-07,10000000,13857393,,843,for studies of the structure and function of the ribosome,1/3
868,2009,Economic Sciences,2009-10-12,10000000,13857393,,846,"for her analysis of economic governance, especially the commons",1/2
869,2009,Economic Sciences,2009-10-12,10000000,13857393,,847,"for his analysis of economic governance, especially the boundaries of the firm",1/2
870,2009,Literature,2009-10-08,10000000,13857393,,844,"who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed",1
871,2009,Peace,2009-10-09,10000000,13857393,,845,for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples,1
872,2009,Physics,2009-10-06,10000000,13857393,,838,for groundbreaking achievements concerning the transmission of light in fibers for optical communication,1/2
873,2009,Physics,2009-10-06,10000000,13857393,,839,for the invention of an imaging semiconductor circuit - the CCD sensor,1/4
874,2009,Physics,2009-10-06,10000000,13857393,,840,for the invention of an imaging semiconductor circuit - the CCD sensor,1/4
875,2009,Physiology or Medicine,2009-10-05,10000000,13857393,,835,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,1/3
876,2009,Physiology or Medicine,2009-10-05,10000000,13857393,,836,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,1/3
877,2009,Physiology or Medicine,2009-10-05,10000000,13857393,,837,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,1/3
878,2010,Chemistry,2010-10-06,10000000,13681477,,851,for palladium-catalyzed cross couplings in organic synthesis,1/3
879,2010,Chemistry,2010-10-06,10000000,13681477,,852,for palladium-catalyzed cross couplings in organic synthesis,1/3
880,2010,Chemistry,2010-10-06,10000000,13681477,,853,for palladium-catalyzed cross couplings in organic synthesis,1/3
881,2010,Economic Sciences,2010-10-11,10000000,13681477,,856,for their analysis of markets with search frictions,1/3
882,2010,Economic Sciences,2010-10-11,10000000,13681477,,857,for their analysis of markets with search frictions,1/3
883,2010,Economic Sciences,2010-10-11,10000000,13681477,,858,for their analysis of markets with search frictions,1/3
884,2010,Literature,2010-10-07,10000000,13681477,,854,"for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat",1
885,2010,Peace,2010-10-08,10000000,13681477,,855,for his long and non-violent struggle for fundamental human rights in China,1
886,2010,Physics,2010-10-05,10000000,13681477,,849,for groundbreaking experiments regarding the two-dimensional material graphene,1/2
887,2010,Physics,2010-10-05,10000000,13681477,,850,for groundbreaking experiments regarding the two-dimensional material graphene,1/2
888,2010,Physiology or Medicine,2010-10-04,10000000,13681477,,848,for the development of in vitro fertilization,1
889,2011,Chemistry,2011-10-05,10000000,13335208,,867,for the discovery of quasicrystals,1
890,2011,Economic Sciences,2011-10-10,10000000,13335208,,872,for their empirical research on cause and effect in the macroeconomy,1/2
891,2011,Economic Sciences,2011-10-10,10000000,13335208,,873,for their empirical research on cause and effect in the macroeconomy,1/2
892,2011,Literature,2011-10-06,10000000,13335208,,868,"because, through his condensed, translucent images, he gives us fresh access to reality",1
893,2011,Peace,2011-10-07,10000000,13335208,,869,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,1/3
894,2011,Peace,2011-10-07,10000000,13335208,,870,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,1/3
895,2011,Peace,2011-10-07,10000000,13335208,,871,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,1/3
896,2011,Physics,2011-10-04,10000000,13335208,,864,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,1/2
897,2011,Physics,2011-10-04,10000000,13335208,,865,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,1/4
898,2011,Physics,2011-10-04,10000000,13335208,,866,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,1/4
899,2011,Physiology or Medicine,2011-10-03,10000000,13335208,,861,for their discoveries concerning the activation of innate immunity,1/4
900,2011,Physiology or Medicine,2011-10-03,10000000,13335208,,862,for their discoveries concerning the activation of innate immunity,1/4
901,2011,Physiology or Medicine,2011-10-03,10000000,13335208,,863,for his discovery of the dendritic cell and its role in adaptive immunity,1/2
902,2012,Chemistry,2012-10-10,8000000,10573021,,878,for studies of G-protein-coupled receptors,1/2
903,2012,Chemistry,2012-10-10,8000000,10573021,,879,for studies of G-protein-coupled receptors,1/2
904,2012,Economic Sciences,2012-10-15,8000000,10573021,,882,for the theory of stable allocations and the practice of market design,1/2
905,2012,Economic Sciences,2012-10-15,8000000,10573021,,883,for the theory of stable allocations and the practice of market design,1/2
906,2012,Literature,2012-10-11,8000000,10573021,,880,"who with hallucinatory realism merges folk tales, history and the contemporary",1
907,2012,Peace,2012-10-12,8000000,10573021,,881,"for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe",1
908,2012,Physics,2012-10-09,8000000,10573021,,876,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,1/2
909,2012,Physics,2012-10-09,8000000,10573021,,877,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,1/2
910,2012,Physiology or Medicine,2012-10-08,8000000,10573021,,874,for the discovery that mature cells can be reprogrammed to become pluripotent,1/2
911,2012,Physiology or Medicine,2012-10-08,8000000,10573021,,875,for the discovery that mature cells can be reprogrammed to become pluripotent,1/2
912,2013,Chemistry,2013-10-09,8000000,10578918,,889,for the development of multiscale models for complex chemical systems,1/3
913,2013,Chemistry,2013-10-09,8000000,10578918,,890,for the development of multiscale models for complex chemical systems,1/3
914,2013,Chemistry,2013-10-09,8000000,10578918,,891,for the development of multiscale models for complex chemical systems,1/3
915,2013,Economic Sciences,2013-10-14,8000000,10578918,,894,for their empirical analysis of asset prices,1/3
916,2013,Economic Sciences,2013-10-14,8000000,10578918,,895,for their empirical analysis of asset prices,1/3
917,2013,Economic Sciences,2013-10-14,8000000,10578918,,896,for their empirical analysis of asset prices,1/3
918,2013,Literature,2013-10-10,8000000,10578918,,892,master of the contemporary short story,1
919,2013,Peace,2013-10-11,8000000,10578918,,893,for its extensive efforts to eliminate chemical weapons,1
920,2013,Physics,2013-10-08,8000000,10578918,,887,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",1/2
921,2013,Physics,2013-10-08,8000000,10578918,,888,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",1/2
922,2013,Physiology or Medicine,2013-10-07,8000000,10578918,,884,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",1/3
923,2013,Physiology or Medicine,2013-10-07,8000000,10578918,,885,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",1/3
924,2013,Physiology or Medicine,2013-10-07,8000000,10578918,,886,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",1/3
925,2014,Chemistry,2014-10-08,8000000,10596648,,909,for the development of super-resolved fluorescence microscopy,1/3
926,2014,Chemistry,2014-10-08,8000000,10596648,,910,for the development of super-resolved fluorescence microscopy,1/3
927,2014,Chemistry,2014-10-08,8000000,10596648,,911,for the development of super-resolved fluorescence microscopy,1/3
928,2014,Economic Sciences,2014-10-13,8000000,10596648,,915,for his analysis of market power and regulation,1
929,2014,Literature,2014-10-09,8000000,10596648,,912,"for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation",1
930,2014,Peace,2014-10-10,8000000,10596648,,913,for their struggle against the suppression of children and young people and for the right of all children to education,1/2
931,2014,Peace,2014-10-10,8000000,10596648,,914,for their struggle against the suppression of children and young people and for the right of all children to education,1/2
932,2014,Physics,2014-10-07,8000000,10596648,,906,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,1/3
933,2014,Physics,2014-10-07,8000000,10596648,,907,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,1/3
934,2014,Physics,2014-10-07,8000000,10596648,,908,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,1/3
935,2014,Physiology or Medicine,2014-10-06,8000000,10596648,,903,for their discoveries of cells that constitute a positioning system in the brain,1/2
936,2014,Physiology or Medicine,2014-10-06,8000000,10596648,,904,for their discoveries of cells that constitute a positioning system in the brain,1/4
937,2014,Physiology or Medicine,2014-10-06,8000000,10596648,,905,for their discoveries of cells that constitute a positioning system in the brain,1/4
938,2015,Chemistry,2015-10-07,8000000,10602571,,921,for mechanistic studies of DNA repair,1/3
939,2015,Chemistry,2015-10-07,8000000,10602571,,922,for mechanistic studies of DNA repair,1/3
940,2015,Chemistry,2015-10-07,8000000,10602571,,923,for mechanistic studies of DNA repair,1/3
941,2015,Economic Sciences,2015-10-12,8000000,10602571,,926,"for his analysis of consumption, poverty, and welfare",1
942,2015,Literature,2015-10-08,8000000,10602571,,924,"for her polyphonic writings, a monument to suffering and courage in our time",1
943,2015,Peace,2015-10-09,8000000,10602571,,925,for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011,1
944,2015,Physics,2015-10-06,8000000,10602571,,919,"for the discovery of neutrino oscillations, which shows that neutrinos have mass",1/2
945,2015,Physics,2015-10-06,8000000,10602571,,920,"for the discovery of neutrino oscillations, which shows that neutrinos have mass",1/2
946,2015,Physiology or Medicine,2015-10-05,8000000,10602571,,916,for their discoveries concerning a novel therapy against infections caused by roundworm parasites,1/4
947,2015,Physiology or Medicine,2015-10-05,8000000,10602571,,917,for their discoveries concerning a novel therapy against infections caused by roundworm parasites,1/4
948,2015,Physiology or Medicine,2015-10-05,8000000,10602571,,918,for her discoveries concerning a novel therapy against Malaria,1/2
949,2016,Chemistry,2016-10-05,8000000,10496956,,931,for the design and synthesis of molecular machines,1/3
950,2016,Chemistry,2016-10-05,8000000,10496956,,932,for the design and synthesis of molecular machines,1/3
951,2016,Chemistry,2016-10-05,8000000,10496956,,933,for the design and synthesis of molecular machines,1/3
952,2016,Economic Sciences,2016-10-10,8000000,10496956,,935,for their contributions to contract theory,1/2
953,2016,Economic Sciences,2016-10-10,8000000,10496956,,936,for their contributions to contract theory,1/2
954,2016,Literature,2016-10-13,8000000,10496956,,937,for having created new poetic expressions within the great American song tradition,1
955,2016,Peace,2016-10-07,8000000,10496956,,934,for his resolute efforts to bring the country's more than 50-year-long civil war to an end,1
956,2016,Physics,2016-10-04,8000000,10496956,,928,for theoretical discoveries of topological phase transitions and topological phases of matter,1/2
957,2016,Physics,2016-10-04,8000000,10496956,,929,for theoretical discoveries of topological phase transitions and topological phases of matter,1/4
958,2016,Physics,2016-10-04,8000000,10496956,,930,for theoretical discoveries of topological phase transitions and topological phases of matter,1/4
959,2016,Physiology or Medicine,2016-10-03,8000000,10496956,,927,for his discoveries of mechanisms for autophagy,1
960,2017,Chemistry,2017-10-04,9000000,11603589,,944,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution,1/3
961,2017,Chemistry,2017-10-04,9000000,11603589,,945,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution,1/3
962,2017,Chemistry,2017-10-04,9000000,11603589,,946,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution,1/3
963,2017,Economic Sciences,2017-10-09,9000000,11603589,,949,for his contributions to behavioural economics,1
964,2017,Literature,2017-10-05,9000000,11603589,,947,"who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world",1
965,2017,Peace,2017-10-06,9000000,11603589,,948,for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons,1
966,2017,Physics,2017-10-03,9000000,11603589,,941,for decisive contributions to the LIGO detector and the observation of gravitational waves,1/2
967,2017,Physics,2017-10-03,9000000,11603589,,942,for decisive contributions to the LIGO detector and the observation of gravitational waves,1/4
968,2017,Physics,2017-10-03,9000000,11603589,,943,for decisive contributions to the LIGO detector and the observation of gravitational waves,1/4
969,2017,Physiology or Medicine,2017-10-02,9000000,11603589,,938,for their discoveries of molecular mechanisms controlling the circadian rhythm,1/3
970,2017,Physiology or Medicine,2017-10-02,9000000,11603589,,939,for their discoveries of molecular mechanisms controlling the circadian rhythm,1/3
971,2017,Physiology or Medicine,2017-10-02,9000000,11603589,,940,for their discoveries of molecular mechanisms controlling the circadian rhythm,1/3
972,2018,Chemistry,2018-10-03,9000000,11380800,,963,for the directed evolution of enzymes,1/2
973,2018,Chemistry,2018-10-03,9000000,11380800,,964,for the phage display of peptides and antibodies,1/4
974,2018,Chemistry,2018-10-03,9000000,11380800,,965,for the phage display of peptides and antibodies,1/4
975,2018,Economic Sciences,2018-10-01,9000000,11380800,,968,for integrating climate change into long-run macroeconomic analysis,1/2
976,2018,Economic Sciences,2018-10-01,9000000,11380800,,969,for integrating technological innovations into long-run macroeconomic analysis,1/2
977,2018,Literature,2019-10-10,9000000,11178104,,979,for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life,1
978,2018,Peace,2018-10-05,9000000,11380800,,966,for their efforts to end the use of sexual violence as a weapon of war and armed conflict,1/2
979,2018,Peace,2018-10-05,9000000,11380800,,967,for their efforts to end the use of sexual violence as a weapon of war and armed conflict,1/2
980,2018,Physics,2018-10-02,9000000,11380800,for groundbreaking inventions in the field of laser physics,960,for the optical tweezers and their application to biological systems,1/2
981,2018,Physics,2018-10-02,9000000,11380800,for groundbreaking inventions in the field of laser physics,961,"for their method of generating high-intensity, ultra-short optical pulses",1/4
982,2018,Physics,2018-10-02,9000000,11380800,for groundbreaking inventions in the field of laser physics,962,"for their method of generating high-intensity, ultra-short optical pulses",1/4
983,2018,Physiology or Medicine,2018-10-01,9000000,11380800,,958,for their discovery of cancer therapy by inhibition of negative immune regulation,1/2
984,2018,Physiology or Medicine,2018-10-01,9000000,11380800,,959,for their discovery of cancer therapy by inhibition of negative immune regulation,1/2
985,2019,Chemistry,2019-10-09,9000000,11178104,,976,for the development of lithium-ion batteries,1/3
986,2019,Chemistry,2019-10-09,9000000,11178104,,977,for the development of lithium-ion batteries,1/3
987,2019,Chemistry,2019-10-09,9000000,11178104,,978,for the development of lithium-ion batteries,1/3
988,2019,Economic Sciences,2019-10-14,9000000,11178104,,982,for their experimental approach to alleviating global poverty,1/3
989,2019,Economic Sciences,2019-10-14,9000000,11178104,,983,for their experimental approach to alleviating global poverty,1/3
990,2019,Economic Sciences,2019-10-14,9000000,11178104,,984,for their experimental approach to alleviating global poverty,1/3
991,2019,Literature,2019-10-10,9000000,11178104,,980,for an influential work that with linguistic ingenuity has explored the periphery and the specificity of human experience,1
992,2019,Peace,2019-10-11,9000000,11178104,,981,"for his efforts to achieve peace and international cooperation, and in particular for his decisive initiative to resolve the border conflict with neighbouring Eritrea",1
993,2019,Physics,2019-10-08,9000000,11178104,for contributions to our understanding of the evolution of the universe and Earth’s place in the cosmos,973,for theoretical discoveries in physical cosmology,1/2
994,2019,Physics,2019-10-08,9000000,11178104,for contributions to our understanding of the evolution of the universe and Earth’s place in the cosmos,974,for the discovery of an exoplanet orbiting a solar-type star,1/4
995,2019,Physics,2019-10-08,9000000,11178104,for contributions to our understanding of the evolution of the universe and Earth’s place in the cosmos,975,for the discovery of an exoplanet orbiting a solar-type star,1/4
996,2019,Physiology or Medicine,2019-10-07,9000000,11178104,,970,for their discoveries of how cells sense and adapt to oxygen availability,1/3
997,2019,Physiology or Medicine,2019-10-07,9000000,11178104,,971,for their discoveries of how cells sense and adapt to oxygen availability,1/3
998,2019,Physiology or Medicine,2019-10-07,9000000,11178104,,972,for their discoveries of how cells sense and adapt to oxygen availability,1/3
999,2020,Chemistry,2020-10-07,10000000,12361835,,991,for the development of a method for genome editing,1/2
1000,2020,Chemistry,2020-10-07,10000000,12361835,,992,for the development of a method for genome editing,1/2
1001,2020,Economic Sciences,2020-10-12,10000000,12361835,,995,for improvements to auction theory and inventions of new auction formats,1/2
1002,2020,Economic Sciences,2020-10-12,10000000,12361835,,996,for improvements to auction theory and inventions of new auction formats,1/2
1003,2020,Literature,2020-10-08,10000000,12361835,,993,for her unmistakable poetic voice that with austere beauty makes individual existence universal,1
1004,2020,Peace,2020-10-09,10000000,12361835,,994,"for its efforts to combat hunger, for its contribution to bettering conditions for peace in conflict-affected areas and for acting as a driving force in efforts to prevent the use of hunger as a weapon of war and conflict",1
1005,2020,Physics,2020-10-06,10000000,12361835,,988,for the discovery that black hole formation is a robust prediction of the general theory of relativity,1/2
1006,2020,Physics,2020-10-06,10000000,12361835,,989,for the discovery of a supermassive compact object at the centre of our galaxy,1/4
1007,2020,Physics,2020-10-06,10000000,12361835,,990,for the discovery of a supermassive compact object at the centre of our galaxy,1/4
1008,2020,Physiology or Medicine,2020-10-05,10000000,12361835,,985,for the discovery of Hepatitis C virus,1/3
1009,2020,Physiology or Medicine,2020-10-05,10000000,12361835,,986,for the discovery of Hepatitis C virus,1/3
1010,2020,Physiology or Medicine,2020-10-05,10000000,12361835,,987,for the discovery of Hepatitis C virus,1/3
1011,2021,Chemistry,2021-10-06,10000000,12096939,,1002,for the development of asymmetric organocatalysis,1/2
1012,2021,Chemistry,2021-10-06,10000000,12096939,,1003,for the development of asymmetric organocatalysis,1/2
1013,2021,Economic Sciences,2021-10-11,10000000,12096939,,1007,for his empirical contributions to labour economics,1/2
1014,2021,Economic Sciences,2021-10-11,10000000,12096939,,1008,for their methodological contributions to the analysis of causal relationships,1/4
1015,2021,Economic Sciences,2021-10-11,10000000,12096939,,1009,for their methodological contributions to the analysis of causal relationships,1/4
1016,2021,Literature,2021-10-07,10000000,12096939,,1004,for his uncompromising and compassionate penetration of the effects of colonialism and the fate of the refugee in the gulf between cultures and continents,1
1017,2021,Peace,2021-10-08,10000000,12096939,,1005,"for their efforts to safeguard freedom of expression, which is a precondition for democracy and lasting peace",1/2
1018,2021,Peace,2021-10-08,10000000,12096939,,1006,"for their efforts to safeguard freedom of expression, which is a precondition for democracy and lasting peace",1/2
1019,2021,Physics,2021-10-05,10000000,12096939,for groundbreaking contributions to our understanding of complex physical systems,999,"for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming",1/4
1020,2021,Physics,2021-10-05,10000000,12096939,for groundbreaking contributions to our understanding of complex physical systems,1000,"for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming",1/4
1021,2021,Physics,2021-10-05,10000000,12096939,for groundbreaking contributions to our understanding of complex physical systems,1001,for the discovery of the interplay of disorder and fluctuations in physical systems from atomic to planetary scales,1/2
1022,2021,Physiology or Medicine,2021-10-04,10000000,12096939,,997,for their discoveries of receptors for temperature and touch,1/2
1023,2021,Physiology or Medicine,2021-10-04,10000000,12096939,,998,for their discoveries of receptors for temperature and touch,1/2
1024,2022,Chemistry,2022-10-05,10000000,11162900,,1015,for the development of click chemistry and bioorthogonal chemistry,1/3
1025,2022,Chemistry,2022-10-05,10000000,11162900,,1016,for the development of click chemistry and bioorthogonal chemistry,1/3
1026,2022,Chemistry,2022-10-05,10000000,11162900,,743,for the development of click chemistry and bioorthogonal chemistry,1/3
1027,2022,Economic Sciences,2011-10-10,10000000,11162900,,1021,for research on banks and financial crises,1/3
1028,2022,Economic Sciences,2011-10-10,10000000,11162900,,1022,for research on banks and financial crises,1/3
1029,2022,Economic Sciences,2011-10-10,10000000,11162900,,1023,for research on banks and financial crises,1/3
1030,2022,Literature,2022-10-06,10000000,11162900,,1017,"for the courage and clinical acuity with which she uncovers the roots, estrangements and  collective restraints of personal memory",1
1031,2022,Peace,2022-10-07,10000000,11162900,,1018,"The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes, human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy.",1/3
1032,2022,Peace,2022-10-07,10000000,11162900,,1019,"The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes, human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy.",1/3
1033,2022,Peace,2022-10-07,10000000,11162900,,1020,"The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes, human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy.",1/3
1034,2022,Physics,2022-10-04,10000000,11162900,,1012,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science",1/3
1035,2022,Physics,2022-10-04,10000000,11162900,,1013,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science",1/3
1036,2022,Physics,2022-10-04,10000000,11162900,,1014,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science",1/3
1037,2022,Physiology or Medicine,2022-10-03,10000000,11162900,,1011,for his discoveries concerning the genomes of extinct hominins and human evolution,1
1038,2023,Chemistry,2023-10-04,11000000,11314967,,1029,for the discovery and synthesis of quantum dots,1/3
1039,2023,Chemistry,2023-10-04,11000000,11314967,,1030,for the discovery and synthesis of quantum dots,1/3
1040,2023,Chemistry,2023-10-04,11000000,11314967,,1031,for the discovery and synthesis of quantum dots,1/3
1041,2023,Economic Sciences,2023-10-09,11000000,11314967,,1034,for having advanced our understanding of women’s labour market outcomes,1
1042,2023,Literature,2023-10-05,11000000,11314967,,1032,for his innovative plays and prose which give voice to the unsayable,1
1043,2023,Peace,2023-10-06,11000000,11314967,,1033,for her fight against the oppression of women in Iran and her fight to promote human rights and freedom for all,1
1044,2023,Physics,2023-10-03,11000000,11314967,,1026,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter,1/3
1045,2023,Physics,2023-10-03,11000000,11314967,,1027,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter,1/3
1046,2023,Physics,2023-10-03,11000000,11314967,,1028,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter,1/3
1047,2023,Physiology or Medicine,2023-10-02,11000000,11314967,,1024,for their discoveries concerning nucleoside base modifications that enabled the development of effective mRNA vaccines against COVID-19,1/2
1048,2023,Physiology or Medicine,2023-10-02,11000000,11314967,,1025,for their discoveries concerning nucleoside base modifications that enabled the development of effective mRNA vaccines against COVID-19,1/2
1049,2024,Chemistry,2024-10-09,11000000,11000000,,1039,for computational protein design,1/2
1050,2024,Chemistry,2024-10-09,11000000,11000000,,1040,for protein structure prediction,1/4
1051,2024,Chemistry,2024-10-09,11000000,11000000,,1041,for protein structure prediction,1/4
1052,2024,Economic Sciences,2024-10-14,11000000,11000000,,1044,for studies of how institutions are formed and affect prosperity,1/3
1053,2024,Economic Sciences,2024-10-14,11000000,11000000,,1045,for studies of how institutions are formed and affect prosperity,1/3
1054,2024,Economic Sciences,2024-10-14,11000000,11000000,,1046,for studies of how institutions are formed and affect prosperity,1/3
1055,2024,Literature,2024-10-10,11000000,11000000,,1042,for her intense poetic prose that confronts historical traumas and exposes the fragility of human life,1
1056,2024,Peace,2024-10-11,11000000,11000000,,1043,for its efforts to achieve a world free of nuclear weapons and for demonstrating through witness testimony that nuclear weapons must never be used again,1
1057,2024,Physics,2024-10-08,11000000,11000000,,1037,for foundational discoveries and inventions that enable machine learning with artificial neural networks,1/2
1058,2024,Physics,2024-10-08,11000000,11000000,,1038,for foundational discoveries and inventions that enable machine learning with artificial neural networks,1/2
1059,2024,Physiology or Medicine,2024-10-07,11000000,11000000,,1035,for the discovery of microRNA and its role in post-transcriptional gene regulation,1/2
1060,2024,Physiology or Medicine,2024-10-07,11000000,11000000,,1036,for the discovery of microRNA and its role in post-transcriptional gene regulation,1/2
